Seed,Clubs,Hearts,Spades,Diamonds,Ace,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Jack,Queen,King,SuitEuclid,SuitEucIgnZero,SuitMedian,SuitMedIgnZero,SuitRange,SuitRngIgnZero,SuitStdDev,SuitSDIgnZero,SuitsPres
2146,3,5,4,4,1,1,2,0,1,1,3,1,0,1,3,0,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2147,4,4,6,2,1,2,1,2,2,0,0,2,0,2,1,3,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2148,2,7,3,4,3,1,2,1,1,1,0,0,1,4,1,0,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
2149,3,6,3,4,0,0,2,1,2,2,1,1,2,1,3,1,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2150,6,2,4,4,1,2,2,0,0,1,0,2,2,2,1,1,2,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2151,4,2,4,6,1,2,0,2,0,2,0,0,1,2,2,2,2,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2152,3,6,3,4,2,1,1,1,2,2,1,0,2,2,1,1,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2153,3,5,2,6,0,1,2,1,2,0,2,2,2,1,1,1,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2154,2,1,6,7,2,0,0,0,1,1,2,1,3,2,1,1,2,5.0990195135927845,5.0990195135927845,4.0,4.0,6,6,2.5495097567963922,2.5495097567963922,4
2155,4,1,8,3,1,0,2,1,2,2,2,1,1,1,3,0,0,5.0990195135927845,5.0990195135927845,3.5,3.5,7,7,2.5495097567963922,2.5495097567963922,4
2156,2,5,6,3,0,1,1,0,1,1,3,2,2,2,1,1,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2157,5,5,3,3,2,1,3,1,0,1,1,0,1,2,1,3,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2158,4,6,4,2,2,1,1,2,1,2,1,2,1,0,1,2,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2159,6,4,3,3,1,1,2,2,2,1,1,1,1,1,1,1,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2160,5,3,4,4,2,0,1,1,2,1,2,1,1,0,2,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2161,5,6,2,3,2,2,1,3,0,3,1,0,1,0,1,0,2,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2162,3,5,3,5,2,1,0,2,0,1,2,0,3,2,0,1,2,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2163,4,4,4,4,1,1,0,0,2,2,2,2,1,1,1,2,1,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
2164,4,4,3,5,2,1,0,2,1,2,1,2,2,0,2,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2165,5,4,4,3,1,0,1,2,1,0,1,2,2,1,1,2,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2166,5,3,5,3,1,1,1,1,3,1,2,1,1,1,0,1,2,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2167,5,4,2,5,1,3,1,1,0,1,1,2,2,0,3,0,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2168,2,5,4,5,1,2,0,0,2,1,2,0,3,1,1,2,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2169,2,3,4,7,2,2,0,1,0,0,1,2,2,1,3,1,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
2170,6,3,4,3,2,1,3,1,1,1,1,0,1,1,2,1,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2171,6,4,2,4,2,1,2,1,1,1,0,0,1,3,2,1,1,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2172,6,4,2,4,3,4,1,1,2,0,0,2,0,0,1,0,2,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2173,4,6,3,3,1,1,3,2,0,1,1,2,1,2,1,1,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2174,2,4,6,4,1,0,1,2,2,0,1,1,2,2,2,0,2,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2175,4,6,2,4,2,1,0,3,1,1,0,1,2,0,2,1,2,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2176,6,4,3,3,1,1,1,2,2,1,2,1,0,1,2,0,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2177,4,3,5,4,0,3,0,0,1,2,0,0,2,3,1,2,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2178,2,5,5,4,0,2,1,0,4,2,1,2,1,2,0,0,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2179,4,5,3,4,1,1,0,2,2,1,2,1,3,0,3,0,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2180,2,2,5,7,0,2,3,1,0,1,1,2,2,0,0,2,2,4.242640687119285,4.242640687119285,3.5,3.5,5,5,2.1213203435596424,2.1213203435596424,4
2181,7,3,3,3,1,2,1,2,0,0,1,3,1,1,2,2,0,3.4641016151377544,3.4641016151377544,3.0,3.0,4,4,1.7320508075688772,1.7320508075688772,4
2182,4,4,3,5,3,0,2,1,1,0,1,1,1,1,2,0,3,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2183,5,5,3,3,0,2,2,1,0,0,2,1,2,2,2,1,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2184,6,4,2,4,2,2,0,2,1,1,1,2,2,0,0,2,1,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2185,3,4,6,3,2,0,1,2,2,0,1,2,0,1,2,0,3,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2186,4,3,4,5,1,2,2,0,1,0,3,1,1,1,2,0,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2187,4,4,4,4,0,3,1,0,1,0,3,3,0,0,1,1,3,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
2188,1,5,5,5,1,1,0,1,1,2,2,2,0,0,3,2,1,3.4641016151377544,3.4641016151377544,5.0,5.0,4,4,1.7320508075688772,1.7320508075688772,4
2189,2,6,2,6,0,1,2,1,3,2,1,0,1,2,3,0,0,4.0,4.0,4.0,4.0,4,4,2.0,2.0,4
2190,3,3,7,3,1,1,3,2,2,1,1,2,1,0,1,0,1,3.4641016151377544,3.4641016151377544,3.0,3.0,4,4,1.7320508075688772,1.7320508075688772,4
2191,5,2,5,4,0,1,0,2,3,3,1,1,1,1,1,1,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2192,5,6,2,3,1,0,0,1,0,1,4,2,3,0,2,1,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2193,4,5,5,2,0,0,4,1,1,1,1,2,1,1,1,2,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2194,1,4,6,5,2,0,0,1,2,3,2,1,2,1,1,0,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
2195,3,7,3,3,0,1,1,3,2,0,2,1,1,1,0,2,2,3.4641016151377544,3.4641016151377544,3.0,3.0,4,4,1.7320508075688772,1.7320508075688772,4
2196,3,3,2,8,2,0,2,3,0,0,1,2,1,3,1,1,0,4.69041575982343,4.69041575982343,3.0,3.0,6,6,2.345207879911715,2.345207879911715,4
2197,5,4,2,5,0,2,2,1,2,2,1,1,0,2,1,1,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2198,3,2,5,6,2,0,1,0,1,2,2,1,2,1,3,1,0,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2199,4,4,3,5,0,2,1,1,1,1,2,2,1,2,3,0,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2200,4,2,6,4,3,0,2,2,0,2,1,0,2,0,1,2,1,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2201,7,1,3,5,2,0,2,1,1,0,0,1,2,1,2,2,2,4.47213595499958,4.47213595499958,4.0,4.0,6,6,2.23606797749979,2.23606797749979,4
2202,5,3,4,4,2,0,1,2,0,0,2,2,1,2,1,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2203,2,5,4,5,0,1,1,2,1,3,1,1,1,1,2,2,0,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2204,5,3,6,2,2,1,0,2,0,1,2,1,3,2,0,1,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2205,4,4,6,2,1,0,2,3,1,1,2,1,0,2,2,0,1,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2206,3,6,4,3,2,1,0,1,0,1,1,1,1,2,2,4,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2207,1,6,3,6,1,1,1,1,1,0,0,3,2,0,4,1,1,4.242640687119285,4.242640687119285,4.5,4.5,5,5,2.1213203435596424,2.1213203435596424,4
2208,3,5,3,5,1,1,2,1,2,1,2,1,1,3,0,0,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2209,6,5,1,4,1,2,0,1,1,3,2,0,0,2,2,1,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
2210,5,3,3,5,2,3,1,0,2,0,2,1,1,2,1,1,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2211,6,2,5,3,2,1,0,2,0,1,1,2,1,0,3,2,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2212,4,2,3,7,1,3,1,0,1,2,2,1,2,1,1,0,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
2213,4,2,5,5,2,1,1,0,1,2,2,0,3,2,0,1,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2214,3,4,3,6,0,0,3,2,0,2,2,0,1,1,2,0,3,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2215,4,7,1,4,0,2,3,2,0,2,1,0,1,0,3,1,1,4.242640687119285,4.242640687119285,4.0,4.0,6,6,2.1213203435596424,2.1213203435596424,4
2216,3,2,9,2,0,1,1,0,3,2,2,0,1,1,0,2,3,5.830951894845301,5.830951894845301,2.5,2.5,7,7,2.9154759474226504,2.9154759474226504,4
2217,2,5,6,3,0,1,0,1,1,1,1,1,1,1,2,3,3,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2218,5,2,5,4,2,0,1,2,1,3,2,1,0,1,1,1,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2219,4,3,4,5,0,1,0,4,2,1,1,0,1,3,1,0,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2220,4,5,3,4,3,0,1,3,3,0,1,2,0,0,0,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2221,5,1,5,5,1,0,1,2,2,1,1,1,3,0,2,2,0,3.4641016151377544,3.4641016151377544,5.0,5.0,4,4,1.7320508075688772,1.7320508075688772,4
2222,4,3,6,3,3,0,1,2,2,1,1,0,1,1,2,1,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2223,2,5,4,5,2,0,0,3,2,3,2,0,1,2,0,0,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2224,4,7,3,2,0,0,1,2,1,3,2,0,2,1,1,1,2,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
2225,4,5,5,2,2,1,1,2,1,1,1,0,2,3,0,0,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2226,5,3,3,5,2,1,2,0,1,1,3,1,1,0,0,2,2,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2227,3,5,5,3,2,1,2,1,0,1,4,3,0,0,0,1,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2228,3,3,5,5,0,0,3,2,2,1,2,1,1,1,2,1,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2229,5,3,2,6,1,3,2,1,0,0,1,2,0,2,1,0,3,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2230,3,5,5,3,2,4,0,1,2,1,2,2,0,0,1,1,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2231,4,6,3,3,1,0,1,1,1,1,1,2,2,2,1,2,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2232,7,1,3,5,3,1,1,2,0,1,1,2,1,1,0,2,1,4.47213595499958,4.47213595499958,4.0,4.0,6,6,2.23606797749979,2.23606797749979,4
2233,3,4,7,2,0,1,2,2,1,2,2,1,1,1,2,0,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
2234,4,2,6,4,2,0,1,3,0,1,1,2,0,2,2,1,1,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2235,1,5,4,6,0,1,2,2,1,1,0,1,2,3,2,1,0,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
2236,4,5,3,4,1,0,2,1,1,0,2,1,2,3,1,2,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2237,3,4,4,5,0,1,1,2,0,2,0,1,2,2,1,2,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2238,5,4,4,3,1,0,3,1,1,0,1,3,1,2,2,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2239,3,4,3,6,1,1,2,2,3,0,0,1,0,1,3,2,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2240,3,3,4,6,3,2,1,1,1,2,1,0,1,2,1,1,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2241,7,4,2,3,2,0,3,2,1,2,2,0,1,0,1,1,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
2242,4,5,4,3,3,0,1,2,0,1,1,2,0,2,2,2,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2243,4,2,8,2,2,1,1,1,2,1,1,2,1,0,3,1,0,4.898979485566356,4.898979485566356,3.0,3.0,6,6,2.449489742783178,2.449489742783178,4
2244,3,4,5,4,3,2,2,1,1,0,1,0,1,2,0,3,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2245,2,6,4,4,1,1,1,1,0,3,0,3,0,2,2,2,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2246,2,6,1,7,2,0,2,1,1,1,3,2,1,1,1,1,0,5.0990195135927845,5.0990195135927845,4.0,4.0,6,6,2.5495097567963922,2.5495097567963922,4
2247,6,2,4,4,0,1,3,2,2,1,0,2,0,1,2,2,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2248,4,3,6,3,1,2,1,1,2,1,1,2,1,0,2,1,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2249,4,5,2,5,1,1,1,3,0,0,1,0,3,1,1,1,3,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2250,3,7,3,3,1,2,2,2,0,1,1,2,1,3,0,1,0,3.4641016151377544,3.4641016151377544,3.0,3.0,4,4,1.7320508075688772,1.7320508075688772,4
2251,5,3,4,4,1,2,1,2,2,1,1,1,2,0,2,0,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2252,6,2,5,3,3,1,3,2,1,0,1,1,1,0,0,2,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2253,4,2,7,3,0,2,1,3,3,1,0,0,1,1,2,2,0,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
2254,4,4,4,4,3,0,3,2,1,1,2,0,2,0,1,1,0,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
2255,4,3,3,6,2,1,1,2,1,1,0,1,2,2,0,2,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2256,1,7,5,3,1,2,0,2,1,2,0,0,2,2,0,1,3,4.47213595499958,4.47213595499958,4.0,4.0,6,6,2.23606797749979,2.23606797749979,4
2257,1,5,4,6,2,3,2,1,1,2,1,0,1,1,1,1,0,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
2258,5,3,5,3,1,2,2,1,1,4,1,3,0,0,0,0,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2259,4,4,5,3,0,2,1,1,1,1,2,1,0,4,2,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2260,3,5,3,5,1,1,0,1,0,3,3,1,2,1,2,1,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2261,7,4,2,3,0,2,1,1,0,0,1,3,1,3,3,1,0,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
2262,3,3,4,6,1,1,1,2,0,2,2,1,1,0,2,0,3,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2263,3,5,4,4,1,2,0,2,0,1,0,2,1,1,2,3,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2264,3,4,6,3,2,2,2,0,0,0,2,1,0,2,2,1,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2265,3,5,4,4,2,2,0,1,2,1,1,0,1,1,1,0,4,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2266,5,3,4,4,3,2,0,1,0,1,2,1,3,2,0,0,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2267,1,6,6,3,1,3,0,1,2,0,0,1,2,3,1,1,1,4.242640687119285,4.242640687119285,4.5,4.5,5,5,2.1213203435596424,2.1213203435596424,4
2268,9,3,0,4,1,2,2,1,2,2,1,1,1,1,0,1,1,6.48074069840786,4.546060565661952,3.5,4.0,9,6,3.24037034920393,2.6246692913372702,3
2269,6,1,5,4,2,1,0,2,1,1,1,1,0,2,1,3,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
2270,2,4,7,3,1,1,0,1,1,2,1,2,1,2,2,1,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
2271,5,1,4,6,1,2,0,0,4,0,1,0,1,2,2,1,2,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
2272,3,6,4,3,1,1,1,1,2,2,1,1,2,0,2,0,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2273,5,5,3,3,1,1,0,2,1,2,2,3,1,1,1,0,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2274,4,6,3,3,3,2,0,0,2,0,1,3,2,1,0,1,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2275,6,3,2,5,3,1,1,1,1,1,1,2,2,1,0,0,2,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2276,2,4,5,5,1,3,1,1,1,2,0,1,2,1,1,1,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2277,3,4,6,3,2,2,1,3,2,0,1,0,1,1,0,1,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2278,3,3,4,6,2,1,0,3,2,0,0,1,2,1,3,1,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2279,6,1,6,3,1,0,2,1,2,1,0,1,1,1,2,2,2,4.242640687119285,4.242640687119285,4.5,4.5,5,5,2.1213203435596424,2.1213203435596424,4
2280,4,4,3,5,1,1,2,1,1,2,1,2,1,1,1,0,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2281,3,4,5,4,1,0,2,1,0,1,0,2,1,1,2,2,3,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2282,4,4,3,5,3,1,3,1,1,0,1,0,1,0,2,3,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2283,4,3,4,5,1,2,0,3,2,2,1,2,0,2,0,0,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2284,0,7,5,4,2,1,2,2,2,0,1,1,1,0,1,2,1,5.0990195135927845,2.1602468994692865,4.5,5.0,7,3,2.5495097567963922,1.247219128924647,3
2285,5,4,3,4,1,1,1,3,0,1,1,1,0,0,3,3,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2286,5,5,3,3,0,2,1,2,1,1,2,2,0,2,0,2,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2287,2,5,5,4,3,1,0,2,2,1,3,1,0,0,0,2,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2288,3,6,2,5,3,1,1,0,1,3,0,2,0,0,3,2,0,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2289,5,4,1,6,1,1,1,2,0,1,2,2,1,1,2,1,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
2290,6,4,2,4,2,1,2,2,2,2,0,1,1,1,1,1,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2291,3,4,6,3,0,1,1,0,0,2,2,1,2,1,2,1,3,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2292,4,4,4,4,2,2,1,0,1,1,1,2,1,1,1,0,3,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
2293,5,3,5,3,1,2,1,0,0,2,1,1,2,3,1,1,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2294,4,5,4,3,1,1,3,0,0,2,1,2,1,0,3,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2295,4,5,5,2,0,0,1,2,1,2,0,1,3,1,2,1,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
2296,4,3,5,4,0,0,1,3,0,0,1,3,1,2,2,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2297,6,3,3,4,0,2,0,2,2,0,2,0,3,1,2,0,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
2298,5,4,4,3,2,0,1,0,2,2,2,2,3,1,0,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2299,1,6,4,5,1,1,0,3,0,1,0,2,1,1,3,3,0,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
2300,5,5,3,3,2,0,3,2,0,2,1,1,1,0,2,1,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2301,3,5,5,3,0,1,1,2,0,3,1,2,1,3,0,2,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2302,2,2,3,9,1,0,1,2,1,2,0,1,3,1,2,0,2,5.830951894845301,5.830951894845301,2.5,2.5,7,7,2.9154759474226504,2.9154759474226504,4
2303,3,2,6,5,0,1,2,1,2,3,2,0,1,1,2,1,0,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2304,2,6,3,5,1,1,0,1,1,2,2,1,1,1,2,0,3,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
2305,3,3,5,5,1,1,1,1,1,0,2,1,1,2,2,1,2,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2306,2,7,3,4,3,1,1,0,0,1,1,1,0,2,2,2,2,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
2307,6,5,1,4,1,2,2,2,0,1,1,1,2,2,1,1,0,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
2308,4,5,3,4,1,1,2,1,2,0,2,3,1,0,2,0,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
2309,7,3,2,4,1,2,2,2,1,1,0,0,1,2,2,1,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
2310,4,6,2,4,2,2,0,3,0,1,2,0,2,1,1,2,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
2311,5,3,5,3,0,3,2,1,1,2,0,2,1,1,1,2,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
2312,5,3,5,3,1,2,3,0,1,1,1,2,0,2,1,0,2,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
